T,FC,x1,x2,x3,Target
4,2,3.261896837,7.70749434,3.512342576,1
5,3,5.325841857,8.175933717,6.374729937,1
6,5,3.657503282,4.639797148,9.446993809,1
7,4,2.959122133,3.492876193,6.061536813,1
8,3,3.55182409,8.657243388,6.574610434,1
9,1,6.128154759,5.231589203,5.442998409,1
10,6,7.675187818,4.130302391,7.091404989,1
1,5,5.136957701,4.81535446,4.655577578,1
2,10,7.288077541,7.713816288,7.93789555,1
3,5,4.259251914,6.051040268,6.004435148,1
4,2,6.206992991,7.108753323,6.847276258,1
5,5,7.474567171,5.187640034,3.010032041,1
6,2,6.32004738,5.490682209,8.834026701,1
7,3,5.607983504,6.0186076,3.171797347,1
8,2,4.232811577,2.758180658,2.601763884,1
9,0,8.27992159,8.059530691,3.39865442,1
10,0,6.94572183,4.263131291,3.188475628,1
1,9,3.822232656,7.056889487,6.723287087,1
2,2,2.185470574,4.226690598,7.790947547,1
3,1,4.132961721,5.135323345,6.083773397,1
4,4,5.218984285,7.558888836,6.539284244,1
5,5,3.047366601,3.409191582,8.524389611,1
6,7,4.349814329,5.726329619,3.282364622,1
7,5,5.484355001,3.706185341,8.602345595,1
8,2,4.499114955,5.465373057,7.627316004,1
9,1,2.432248318,2.561677638,3.539244231,1
10,8,7.665110405,10.02604492,3.266455227,1
1,5,3.42041019,6.917813822,6.445919854,1
2,0,6.120900316,2.183275811,3.203214941,1
3,0,2.567130178,9.481147143,8.688309648,1
4,1,8.408295413,6.721481164,5.078639691,1
5,0,6.774765848,5.331808065,2.316145072,1
6,2,7.121144241,5.502540356,6.010973541,1
7,0,2.214210258,7.157785795,5.972830681,1
8,0,3.026086785,4.140680327,10.13957543,1
9,3,7.815412832,5.194395917,3.237674336,1
10,1,3.064830038,4.147190064,9.558357802,1
1,4,3.49556175,2.876955456,8.175908133,1
2,2,7.406368279,5.062776949,4.096073395,1
3,4,4.544773818,7.985466044,4.201949377,1
4,6,4.223823852,2.271453871,7.334891944,1
5,3,7.921846241,8.843151688,3.413808532,1
6,6,6.264745427,3.974282999,7.732599002,1
7,2,3.148607648,3.721099455,6.02067761,1
8,0,6.193045309,4.216654833,4.633097686,1
9,4,6.059773206,7.495835213,5.021786332,1
10,2,6.039292052,4.883596995,4.534257542,1
1,9,9.67718961,6.709641816,2.238512987,1
2,3,8.179006911,6.098625763,3.506922786,1
3,7,4.702815345,3.100183447,3.357244227,1
4,5,8.116358714,5.643127576,4.519196498,1
5,6,2.354739348,4.527426257,10.38758429,1
6,6,6.405979626,5.717534146,6.634811063,1
7,3,11.93260869,3.557146037,4.755407983,1
8,2,9.078441021,2.358795277,4.689228743,1
9,2,7.062461433,2.436394824,6.542754056,1
10,1,4.676993093,5.03579768,4.476503379,1
1,8,4.191532734,3.126851864,4.04407348,1
2,3,4.879782454,5.971203471,3.17444758,1
3,3,2.184287988,5.02461757,9.311552885,1
4,2,5.425181387,7.187646596,3.212800945,1
5,8,7.282258976,7.354291952,7.137676249,1
6,4,4.88730652,7.324549099,5.329239843,1
7,4,2.601942379,3.337014547,8.451238118,1
8,4,13.10560482,11.51642525,3.031273099,1
9,3,3.37038193,6.195705631,6.143229297,1
10,3,4.729636041,4.569982488,6.990711664,1
1,4,5.320924081,4.675733396,2.820611854,1
2,1,2.798466144,3.703181421,6.284318524,1
3,2,7.890615839,6.951193387,4.154013102,1
4,3,4.418209072,6.149959815,8.021652034,1
5,3,3.526152527,7.652806661,7.99585168,1
6,6,3.500014554,9.299151688,11.7533844,1
7,2,7.108066826,3.160748298,3.305035789,1
8,3,7.509638437,2.385478124,6.563081698,1
9,2,7.009944798,4.900394672,7.262426519,1
10,0,5.757411587,2.456727033,2.052672976,1
1,5,8.362659413,3.064870147,6.138159438,1
2,5,7.264980686,3.33231563,2.229661191,1
3,6,3.376053948,7.440360945,6.294848588,1
4,3,9.873156412,7.572953764,6.856196178,1
5,1,5.757912998,6.936504459,6.657384847,1
6,2,8.24676855,4.101387019,6.04380842,1
7,5,6.344298787,5.471463589,3.767939921,1
8,4,6.78868737,3.477818045,2.005985094,1
9,0,3.259761817,7.320481526,8.687316126,1
10,2,3.047076274,4.263907153,7.798202256,1
1,2,4.355780576,5.767235214,7.0151778,1
2,6,7.609758552,6.17367991,2.826264946,1
3,2,5.034888808,6.187502904,7.472098403,1
4,4,3.848027004,6.365946945,7.1059985,1
5,0,2.309836869,3.351053902,5.952092172,1
6,5,3.029692356,6.274226054,6.554366143,1
7,2,3.324260448,3.560132958,7.430156668,1
8,3,4.071543392,7.761945814,12.50150098,1
9,2,6.771161236,3.386435563,4.333047033,1
10,1,7.955956554,7.256889372,7.509301263,1
1,2,4.495380306,4.236470575,7.667429618,1
2,0,2.678807878,7.656975588,7.760767839,1
3,3,3.615132151,4.684535161,7.041843969,1
4,3,5.371186715,3.367002726,7.634430197,1
5,0,3.466649863,7.023197087,6.334999215,1
6,2,6.082752102,3.926423514,6.65838424,1
7,1,4.163403717,7.21521602,7.496865741,1
8,4,6.206579505,6.687582333,6.885737689,1
9,3,8.131685843,9.268443864,6.717375854,1
10,1,4.318600063,3.795486131,7.04476095,1
1,3,4.330189602,4.115027916,4.207246961,1
2,3,2.096793693,2.879680828,3.243170321,1
3,4,4.435562125,3.298504336,4.762743498,1
4,3,7.32140513,5.596766291,5.283301399,1
5,6,7.303497722,7.375015051,6.229528174,1
6,2,6.078518025,6.097638697,3.07374748,1
7,4,3.669055904,5.667078398,3.966560228,1
8,3,4.145312387,7.09300028,3.675734739,1
9,2,7.272159167,3.213265968,4.776157161,1
10,0,4.288896658,5.070923995,5.085087353,1
1,5,7.285980064,2.20023962,4.871443752,1
2,6,11.06649394,4.302839177,7.004499208,1
3,3,3.106914157,7.613244371,6.906134443,1
4,6,8.797997776,2.82817958,7.195128129,1
5,1,3.134084086,7.613195705,7.435040443,1
6,1,3.187490075,7.715749493,4.922879619,1
7,2,5.769549972,4.653588029,6.299510041,1
8,2,7.733790934,9.110060302,3.654546081,1
9,5,7.544398069,9.089557722,4.067814879,1
10,2,3.705410254,6.600932674,3.667172492,1
1,4,4.854875758,6.175637407,3.45332965,1
2,8,4.255734485,6.296886226,6.139056927,1
3,1,6.818714667,4.875653001,4.712106615,1
4,2,4.231023469,5.027684107,3.285243189,1
5,3,4.303889758,10.01125576,5.299047883,1
6,2,7.07997802,5.152447625,3.624993671,1
7,1,4.383900308,2.22090034,6.232507165,1
8,4,6.138194805,6.402815319,4.543364967,1
9,0,2.503467009,2.602913779,4.163810613,1
10,5,11.67799482,6.022612202,4.399559206,1
1,5,8.81798139,6.43014185,2.071354753,1
2,4,5.346674609,6.327356161,2.172777515,1
3,0,7.955907213,2.022349823,3.688176121,1
4,7,2.268318469,8.888802878,4.723776528,1
5,0,4.339770937,6.759789161,2.141602134,1
6,5,6.740374505,4.394871397,5.26925124,1
7,6,7.877586466,4.119899287,6.358376419,1
8,9,8.863023432,5.962780157,2.920604716,1
9,0,5.417585769,3.134194005,3.20874304,1
10,2,7.024128369,5.117578185,5.723537335,1
1,4,7.64647001,3.229192115,4.917159108,1
2,7,9.000673327,14.3146058,2.201866006,1
3,3,3.179246543,2.333201007,4.640379996,1
4,4,9.569947136,6.180969136,4.247487172,1
5,1,10.21765108,3.370310363,6.013296799,1
6,4,6.066245671,9.005162912,4.026493191,1
7,3,7.259599847,6.121788491,5.004044712,1
8,1,9.530861424,5.882234813,6.685317802,1
9,3,6.771796612,5.052329175,5.074250993,1
10,2,2.431298803,7.042618599,6.992621595,1
1,1,7.111736908,4.689926662,7.378729987,1
2,1,4.57614461,4.049118446,2.57296981,1
3,3,4.760663706,7.863565646,5.275071374,1
4,1,3.238011149,4.218726643,5.031262348,1
5,7,4.509019527,6.433663018,6.350671807,1
6,2,7.81590315,5.822484353,5.163698676,1
7,2,6.6473529,5.098698555,5.455794551,1
8,1,2.104719261,2.315894334,6.095057292,1
9,0,3.129624207,5.824801591,3.488340282,1
10,2,4.481711569,9.767331033,5.352947401,1
1,2,5.05739367,5.618635287,4.378474633,1
2,2,6.408414124,4.154685365,3.303568369,1
3,3,7.323159369,8.151431904,3.179142512,1
4,3,6.525915839,9.287278867,4.737040627,1
5,1,7.506454737,2.262032365,3.451461301,1
6,2,5.167927707,5.73103441,2.286326304,1
7,5,4.478069871,4.250542227,8.76065177,1
8,2,3.165951405,6.402631249,4.210504609,1
9,3,7.152503458,2.724783661,4.814359298,1
10,2,6.732032685,8.258092684,4.032533266,1
1,1,2.586897186,8.641340978,6.180260629,1
2,4,5.996292821,6.11094995,8.078772165,1
3,4,5.112741072,7.222421138,7.996707575,1
4,4,8.921914442,2.410692875,3.154047785,1
5,3,6.568880303,5.306774184,7.133462779,1
6,2,4.350044004,5.262116829,3.236364779,1
7,9,2.102700567,7.6834191,5.761305483,1
8,6,5.938647162,7.409586178,6.222169638,1
9,1,6.035264566,4.482664089,3.256629744,1
10,0,6.278211143,3.94453875,4.467071216,1
1,4,4.085985912,6.313411183,9.173354765,1
2,4,3.287380148,4.781128547,7.750253158,1
3,5,4.375170426,5.214886082,3.482426332,1
4,4,8.108156756,2.261721479,6.430380858,1
5,4,7.193443475,5.976885846,7.259544346,1
6,3,6.181573841,9.014643658,5.705198185,1
7,6,3.195391034,4.371009212,6.119248737,1
8,3,7.242407471,5.44115887,5.346037648,1
9,5,2.188492924,8.047462282,6.656806709,1
10,1,2.230927005,3.25050922,4.216996332,1
1,5,7.028870427,4.55625937,7.173595654,1
2,9,6.36524792,7.738017564,8.901140618,1
3,6,4.846708812,6.201301645,3.520860384,1
4,6,7.305333029,7.318278522,3.337966778,1
5,2,4.036424235,6.31746019,2.2191729,1
6,4,5.062599012,5.295509076,6.643644969,1
7,3,2.759265329,7.018023029,4.671776488,1
8,4,5.010273391,4.242466559,4.150885517,1
9,3,6.994471209,2.04085165,7.31738053,1
10,5,4.097402469,8.63107588,5.622302293,1
1,6,7.018347841,6.740788166,4.249787615,1
2,10,3.109022653,6.415253605,6.944921507,1
3,2,9.324274968,4.278779936,5.624369045,1
4,5,3.178357991,9.674441774,3.706823423,1
5,5,3.3573689,4.295048086,7.032755238,1
6,5,4.984540183,3.342776021,2.331375667,1
7,2,7.659831723,3.875396266,4.437186592,1
8,2,6.690588829,4.498350706,6.23578415,1
9,2,7.129227127,5.741755618,3.785354315,1
10,2,5.176206084,6.063768106,6.391641296,1
1,1,3.263956152,3.307220756,5.165187342,1
2,4,3.120035207,3.498335485,4.54489564,1
3,6,5.566482488,4.908995708,6.464597879,1
4,4,3.875487588,4.10825651,4.158877789,1
5,1,5.81891191,3.162720691,6.942418123,1
6,5,2.060358551,4.039681271,6.515955272,1
7,1,4.085358724,4.086978733,3.489321858,1
8,1,6.051671145,4.26114957,2.427290827,1
9,2,7.203099197,5.221355074,7.165555412,1
10,3,7.198711813,7.20572461,5.68698706,1
1,8,5.215692279,4.06149909,6.957643096,1
2,3,2.039237926,2.897626118,6.794712963,1
3,5,6.337357749,6.206401502,2.252902179,1
4,5,3.578246053,5.329079788,3.128229458,1
5,2,3.59687855,4.836901999,5.321744935,1
6,7,5.889291671,8.361528485,6.49551232,1
7,5,11.26404602,5.735785011,6.339048903,1
8,1,7.000666004,8.557550911,4.116466318,1
9,2,8.427904585,4.971283864,6.148049075,1
10,5,4.476951959,3.060511975,7.766488877,1
1,7,7.627469637,4.044566153,4.064816728,1
2,5,7.893357207,7.51873736,5.493158832,1
3,1,3.326090043,3.173085447,7.389213629,1
4,9,10.14979376,6.187909223,3.644176435,1
5,2,5.214573027,6.167274788,5.896763496,1
6,2,5.566528775,3.279764699,3.412632638,1
7,3,4.26228823,3.01710009,7.92328082,1
8,2,3.247360365,2.062072554,8.311352324,1
9,6,5.955886081,6.064041328,5.583465919,1
10,4,6.915471373,7.060447861,4.742680285,1
1,10,8.651114493,6.651733435,7.991943168,1
2,7,7.681756313,8.91378062,5.703040002,1
3,9,3.715494776,6.959917754,6.748696416,1
4,5,9.405515191,4.254921668,4.812393967,1
5,2,5.084166332,3.452411676,4.477818592,1
6,6,6.908746083,11.23399438,7.083034665,1
7,6,4.37397126,5.286417523,8.442720849,1
8,3,6.561095045,4.000103092,6.718612388,1
9,5,4.304335457,5.832887925,6.863787976,1
10,3,6.463765601,7.7047772,6.531073382,1
1,7,8.953002033,3.136198296,6.594565196,1
2,2,3.416105406,4.549026995,2.317713641,1
3,5,5.577901094,6.35827706,6.405756568,1
4,4,2.395886336,3.559589981,7.717107122,1
5,3,7.233549915,5.542875846,6.440886918,1
6,5,5.065785196,5.384351389,6.135574013,1
7,8,4.134890335,3.282559675,2.078064222,1
8,7,6.486301147,5.187376444,6.94683121,1
9,4,5.399662677,3.349341981,8.406070376,1
10,1,6.805102059,5.663688266,2.881231096,1
1,2,7.675979265,2.000069874,5.81584073,1
2,2,6.78093036,3.075065612,3.68431735,1
3,2,4.035257855,8.807397496,9.237104417,1
4,0,3.096339041,5.540340837,2.95992715,1
5,2,6.25498269,11.97425619,6.54058754,1
6,4,4.668168139,5.55629274,6.734274543,1
7,4,4.355118667,2.177527181,6.571049061,1
8,4,7.689642635,3.094575528,7.248761022,1
9,2,2.018525608,6.268361617,4.693198462,1
10,1,2.208157809,2.764981234,5.154948608,1
1,5,5.143594266,5.177996328,7.033862536,1
2,8,5.285820565,5.459948902,2.067243583,1
3,1,4.3765389,2.950197598,7.769445887,1
4,3,4.94737465,9.228414011,4.474029686,1
5,1,2.000378608,6.826252754,4.056397779,1
6,5,6.517358686,2.041802407,3.312423779,1
7,2,2.627757748,5.215807729,5.084938038,1
8,4,7.198572062,5.17980523,7.641486739,1
9,3,7.447906702,4.264877475,5.833579076,1
10,3,6.689923675,2.019221335,7.589750516,1
1,3,4.260756059,10.38440561,2.203114118,1
2,0,8.029908447,7.555115623,3.356357986,1
3,1,5.740573125,7.214070127,2.37558319,1
4,3,3.675497658,3.3528692,2.527668315,1
5,0,6.046338453,5.327587202,5.639946229,1
6,2,4.277464971,4.403327908,3.520371492,1
7,0,3.360225968,4.723885707,5.089965196,1
8,2,6.036675768,3.182182982,3.212882009,1
9,1,5.442688225,8.24037264,3.46365756,1
10,0,6.870702836,6.181222485,2.853972247,1
1,5,7.240695648,7.232269726,7.431741774,1
2,2,7.998326178,6.010787007,4.184304316,1
3,3,5.420911304,7.188035189,6.786287499,1
4,7,7.589812536,5.149666054,3.188225436,1
5,6,4.194164253,2.851170465,5.872413016,1
6,2,5.001216604,2.123926718,3.041243401,1
7,5,2.113422638,6.237683596,8.861928524,1
8,6,2.948446887,7.147825857,7.04703711,1
9,2,9.092058208,4.920384493,4.495092481,1
10,2,3.526776854,4.60221165,6.452317716,1
1,2,2.580386294,4.256668096,3.920266213,1
2,4,3.936844614,2.055240661,4.453930661,1
3,3,5.309253617,8.067155359,5.517655029,1
4,4,6.392972208,7.48228953,2.291340238,1
5,5,8.853575494,4.662707461,5.61850881,1
6,3,2.706856955,8.54969692,6.190907909,1
7,4,9.962388527,2.298739497,7.846631089,1
8,1,3.600396103,3.42179173,8.223246736,1
9,6,6.457635618,4.763197058,3.006913605,1
10,2,4.298804854,3.025335734,3.136252928,1
1,6,3.960833858,6.925186887,5.487513409,1
2,1,5.858332606,3.978167625,8.316981986,1
3,8,5.034698906,7.123280494,7.576629258,1
4,4,7.293075705,4.85004446,3.541536672,1
5,2,2.510656521,6.090109359,6.220999125,1
6,1,6.401969146,2.328939542,7.074234122,1
7,4,4.09490647,5.720036668,3.161579285,1
8,0,3.889450658,7.324995979,6.076149612,1
9,5,6.199527599,5.54528704,2.15258873,1
10,1,3.926281482,2.588056,6.980958523,1
1,2,4.753896353,7.027960251,3.720134022,1
2,4,4.147362286,6.627352422,2.027709988,1
3,1,6.313398539,5.425032018,6.630111158,1
4,2,6.844039215,7.177401448,5.525245877,1
5,6,2.971061992,3.18451002,3.226620472,1
6,1,2.735505127,3.146134492,5.625929119,1
7,1,6.40337377,4.524833767,5.867741319,1
8,4,3.062225472,6.010694361,2.00633616,1
9,2,6.312538763,2.452426895,2.16244262,1
10,1,4.981362096,7.688062392,7.306317808,1
1,1,4.17186536,6.058239662,5.656520415,1
2,1,2.359196246,3.01489854,3.382910444,1
3,5,4.482856317,2.181587211,8.740919217,1
4,5,3.025836599,3.231864602,8.765783989,1
5,4,2.7030145,3.293871283,6.775074797,1
6,2,6.317566528,4.506600775,7.246119851,1
7,6,7.296808727,3.122897401,3.070133934,1
8,1,5.092090485,8.232478733,7.871766075,1
9,5,5.358583884,2.333587917,7.182433285,1
10,4,11.08707235,6.086524812,3.077634578,1
1,2,6.281331009,4.173760047,6.881903553,1
2,3,6.232113559,5.58617422,7.110159664,1
3,3,6.495258685,7.220823818,3.452113963,1
4,3,6.185771999,8.475794731,3.911564313,1
5,5,6.140077253,6.722076824,5.372839828,1
6,6,6.270796316,7.494021718,8.351204139,1
7,1,5.671338905,2.013238735,8.571084424,1
8,2,2.356713189,3.123873653,7.077071413,1
9,4,7.022040641,2.006333523,8.94547025,1
10,2,4.53216579,6.448198073,4.19875308,1
1,2,7.410328982,5.155607261,7.943591641,1
2,6,5.109698584,8.301383281,2.326387587,1
3,0,7.283067838,4.550134849,4.65461515,1
4,0,4.172591836,3.852766605,5.450448973,1
5,2,6.995750988,7.782893112,7.668149744,1
6,3,8.495312809,2.286122594,2.491608843,1
7,1,4.488477931,7.756569485,6.214374618,1
8,0,7.086399543,3.471147018,5.282946759,1
9,2,4.846999476,6.17073106,4.681532591,1
10,3,3.750405733,5.727611651,7.821846131,1
1,2,3.536755188,3.64787555,5.992496381,1
2,1,6.144110809,8.159549696,7.745237876,1
3,1,6.787619061,7.386557806,5.240022012,1
4,2,2.065166472,3.461147465,2.02111029,1
5,2,7.564466027,2.66293872,5.737379939,1
6,3,2.422901283,3.116577285,4.086080974,1
7,1,4.125245,6.447584805,3.404707492,1
8,2,5.176993563,6.093943988,3.299851128,1
9,0,6.978013183,2.168430275,6.274666698,1
10,2,4.054518626,5.319574586,8.039538683,1
1,5,4.179281995,5.683631119,2.431125409,1
2,0,6.699211377,2.527231134,7.143107776,1
3,7,4.01876071,6.091025461,2.429500716,1
4,3,6.057459045,4.063448038,6.004783083,1
5,4,3.192381636,6.912930922,3.350161461,1
6,1,5.720274411,6.936994921,8.657569086,1
7,7,6.511653255,7.068614192,4.232257359,1
8,3,5.258604866,7.069023546,8.307669645,1
9,2,5.556318083,5.595852933,6.721032138,1
10,2,7.781773824,5.052577079,7.544832157,1
1,9,7.148192164,5.348222781,3.889912958,1
2,3,4.019235553,2.708259187,7.237194953,1
3,5,3.883309765,5.77234117,9.825761119,1
4,3,2.125896507,10.39091298,6.208323218,1
5,2,4.097419462,6.455678089,8.034530145,1
6,3,4.285087322,3.858880665,5.67230445,1
7,3,7.762564081,8.203230727,8.293657093,1
8,2,3.397325482,2.521599994,7.329790584,1
9,0,3.579287275,4.432844288,4.798576177,1
10,1,5.51706038,3.327402013,7.233892926,1
1,5,5.272156349,4.651109917,2.590982237,1
2,10,5.64824167,3.021632678,5.814297815,1
3,4,3.44649923,5.719145867,8.264614037,1
4,4,6.416835485,8.594061921,7.314732306,1
5,4,3.151056634,5.215948135,7.854823966,1
6,9,5.815429483,3.18766689,6.73225146,1
7,5,7.49324312,9.223725344,8.448927007,1
8,1,3.800136202,8.14797277,4.489456798,1
9,1,6.573462059,6.228375818,2.113627231,1
10,1,5.128258693,4.26532775,8.558895052,1
1,6,7.644548072,3.151397377,7.101772332,1
2,6,5.250386272,6.505229816,6.091552033,1
3,2,7.504764228,8.2869782,6.735579979,1
4,5,4.412821563,5.148069403,3.734584474,1
5,2,5.605150559,6.435203651,5.929448244,1
6,3,2.186022967,7.084242926,5.424142224,1
7,2,4.05058559,6.406279749,2.187128257,1
8,1,7.071062661,5.205148083,8.710668683,1
9,6,8.15596136,3.726029563,7.010740736,1
10,2,5.107083447,8.926185646,5.920109184,1
1,4,4.133801263,7.794547654,5.136459611,1
2,1,3.468580987,3.004116718,2.422119909,1
3,3,6.009918095,10.02436301,7.039029832,1
4,1,2.013893383,4.339286262,6.735583719,1
5,2,5.612472554,7.29380299,8.097293538,1
6,2,4.473543456,7.413350785,7.690582527,1
7,4,3.596468002,7.165203007,5.117732103,1
8,2,5.526830726,3.270161244,7.093176986,1
9,2,3.601042841,5.002646139,5.074680778,1
10,0,7.588091947,9.389059161,5.514178414,1
1,1,5.59714169,6.540504113,3.037693018,1
2,8,8.039138473,7.504367444,7.117533742,1
3,5,4.288878354,5.633702118,5.82084719,1
4,2,5.029588713,7.320612158,7.128523505,1
5,5,5.230903549,5.175826134,8.248836485,1
6,2,4.261594665,8.763169855,5.430891067,1
7,3,7.059197303,5.024080591,9.277465079,1
8,4,8.379377644,7.208602009,3.070570209,1
9,3,2.372432424,7.908534853,6.120157617,1
10,2,5.097899812,5.022116487,4.034586947,1
1,4,2.770799683,4.046437842,7.308383829,1
2,0,3.926704887,3.931693916,4.163740173,1
3,5,7.767675154,4.030436566,8.568987234,1
4,3,5.071769869,2.082949277,7.848420283,1
5,5,6.191896244,7.748248522,11.17424859,1
6,5,6.061255667,4.16595387,3.893019718,1
7,3,3.434134258,5.033160129,4.12849171,1
8,7,6.348616052,3.531100163,5.072801572,1
9,2,7.760425267,7.136283514,5.653799353,1
10,6,3.411240155,4.591883471,9.309134804,1
1,5,3.697085389,4.37409726,4.87395708,1
2,4,3.258501891,3.985286632,6.323273014,1
3,4,5.029219227,4.194192149,7.207220287,1
4,6,4.138666177,3.632773047,6.937035095,1
5,1,7.890466089,5.68665057,3.328072916,1
6,8,4.337186788,8.048351526,7.30809357,1
7,4,4.832094404,3.078943965,6.277549342,1
8,1,2.260488662,7.488554424,7.207824606,1
9,5,6.806127882,4.289434625,4.119375147,1
10,3,4.046827206,2.067721598,4.788822037,1
1,6,8.365991034,7.784149445,5.601721834,1
2,3,7.863833592,5.158383676,6.233341137,1
3,5,6.100525175,5.371228814,2.186565396,1
4,3,6.48087293,6.560098109,8.412417132,1
5,4,4.177122412,8.085624547,2.664567348,1
6,5,4.030744756,5.235659149,2.560039946,1
7,4,7.074428132,3.160983421,3.156639602,1
8,2,3.689031149,4.72613248,7.923720951,1
9,2,6.036041693,8.599165861,5.508329757,1
10,1,7.938145726,6.186566655,6.090152945,1
1,4,5.012856209,2.032889899,8.466475538,1
2,5,3.55977991,2.52863006,5.814870713,1
3,2,4.533130286,6.847223346,8.780716308,1
4,1,4.736952589,6.179695101,4.427982077,1
5,1,5.198334747,6.360004637,4.497929322,1
6,2,7.746920226,2.551586342,3.525715662,1
7,3,6.193076928,4.45321902,5.781586335,1
8,3,3.894064691,3.552867384,4.763933804,1
9,3,5.244455103,5.244037975,3.886570594,1
10,3,8.052268132,4.472062123,3.037257009,1
1,5,6.977410695,3.46389737,5.143963716,1
2,6,7.652395034,4.46784932,4.790942729,1
3,6,2.139073142,4.500159624,3.876597164,1
4,6,7.708931545,2.349809647,6.252862687,1
5,4,8.536089485,3.908433804,4.7246587,1
6,5,2.292329427,7.260707926,2.299367928,1
7,2,7.289347892,3.010664243,5.258173912,1
8,6,4.167135761,5.027693248,9.365008839,1
9,1,5.25146538,6.906407958,4.213593867,1
10,3,4.98939037,2.05339964,5.673820621,1
1,2,6.288343753,6.115038222,6.048084052,1
2,7,13.12264063,2.412096097,8.649051201,1
3,1,5.736085542,8.216481288,8.124194032,1
4,3,6.381169408,4.021518404,3.279469707,1
5,2,7.413754629,8.3090922,4.072412533,1
6,3,5.029274764,2.848025246,9.101043377,1
7,2,7.064801519,4.216421159,5.784971455,1
8,2,7.571053346,6.444617112,5.618826497,1
9,2,4.036457511,7.050542779,6.327846104,1
10,1,6.477861912,5.91126544,5.089712907,1
1,2,2.478413814,5.51771218,4.191851394,1
2,5,6.220410992,4.804080665,7.874593603,1
3,1,3.652405967,6.42834794,7.728921759,1
4,2,4.725148644,7.969981343,5.369924536,1
5,1,3.07240962,3.00013403,6.021792678,1
6,3,4.469120437,5.124511241,4.286170092,1
7,1,5.6670796,6.861239968,3.631088165,1
8,2,2.178671176,7.391810789,5.152019755,1
9,1,8.785628837,8.746447046,3.06225215,1
10,2,8.18337125,6.540182832,7.525822534,1
1,2,5.697363689,3.945681865,6.015276623,1
2,4,7.350708518,2.771574008,5.981816425,1
3,0,6.806505228,2.308923018,5.079489231,1
4,2,3.516358283,4.688748187,2.722289637,1
5,1,4.17602834,7.153531789,4.963996669,1
6,3,6.733291772,6.086310644,2.974270289,1
7,0,5.776456571,2.024525311,5.357573876,1
8,1,7.033151416,7.208557095,5.947896759,1
9,0,3.155478562,6.132868264,6.052138969,1
10,1,5.018095419,6.847731121,6.846510233,1
1,5,12.14611936,7.038665519,7.511297471,1
2,7,5.46390762,8.092168678,4.070241543,1
3,2,6.987295144,4.612986413,11.96256082,1
4,3,7.54232137,7.305658752,5.288326244,1
5,3,2.039128802,5.295844104,4.015635939,1
6,4,7.019650798,3.218164518,7.163242861,1
7,3,5.307551365,4.265834485,5.156246993,1
8,4,6.282489728,6.317390502,7.381459522,1
9,4,4.784585139,6.240346035,8.223732244,1
10,2,4.26601811,7.330601806,5.412136769,1
1,6,4.119808081,7.151296621,6.552505504,1
2,5,7.451686431,7.475120393,4.189078219,1
3,4,3.897531137,5.884880773,6.84263393,1
4,2,6.488756215,7.846132447,6.008592894,1
5,5,4.633634785,5.256335288,3.091037243,1
6,5,5.634013234,7.206900836,7.844544602,1
7,4,2.066690286,7.508980594,8.113055639,1
8,5,7.677075918,5.002366883,4.621149402,1
9,5,6.354934513,2.07484286,5.610603627,1
10,5,7.129535776,6.644888252,4.277732422,1
1,3,3.91022858,4.383408005,6.499579807,1
2,2,8.269726764,2.926849429,7.866216623,1
3,2,6.631011903,8.380688866,5.139652401,1
4,1,6.012745979,5.24361187,7.531684475,1
5,1,2.588236704,4.942234142,3.791453084,1
6,0,6.097916339,3.3069243,4.350120773,1
7,3,6.099696295,3.063885892,10.77453402,1
8,1,7.547752313,6.356103268,4.091099129,1
9,0,2.118268976,2.889565329,7.167326972,1
10,1,7.274554035,5.078587878,4.67441246,1
1,3,3.322148425,5.221243232,3.1483401,1
2,8,7.161205612,4.488313767,2.160204806,1
3,2,6.168464978,7.523312826,7.056642278,1
4,5,6.059001415,7.528804511,6.910128806,1
5,3,8.410871728,7.350857874,10.84883709,1
6,4,6.391883249,2.999346756,7.24017908,1
7,4,2.511550819,6.86583948,2.910590467,1
8,3,4.412643838,6.344263821,5.993025499,1
9,2,4.947251782,6.101042465,5.26732962,1
10,0,2.379680942,7.101867288,9.032535554,1
1,7,6.163592534,6.075027803,2.064603473,1
2,8,4.282453557,2.386074951,6.836092704,1
3,4,3.057384846,4.391571362,8.197793136,1
4,4,7.264112188,6.017669799,5.409257078,1
5,3,2.331647773,5.723408684,2.026021741,1
6,2,5.484111918,6.781096213,4.104358381,1
7,4,8.973509243,2.249443174,2.755532265,1
8,4,3.169998617,7.161401432,2.087601748,1
9,2,5.297592695,3.18930982,6.166347633,1
10,2,7.60629919,2.457360691,7.261608903,1
1,3,7.068909287,7.032124492,4.699055082,1
2,2,6.865748884,6.284631655,4.896022378,1
3,2,9.678260409,3.121698648,2.096219346,1
4,1,2.8737783,6.575838572,5.523011922,1
5,1,3.228998576,4.002777183,2.969876392,1
6,1,7.023909554,6.735388173,7.174048992,1
7,5,15.28811438,5.598934334,6.904977472,1
8,1,6.483226071,6.897433478,2.724805903,1
9,1,7.750086589,3.519147636,8.084946002,1
10,1,5.223572707,2.058201345,6.197657729,1
1,4,4.73274067,4.173097445,6.626052179,1
2,6,7.670998851,5.027842127,7.321952338,1
3,1,3.029915669,4.070644098,6.145574787,1
4,5,3.264078977,6.843709616,6.850068265,1
5,0,5.643672089,2.043419593,7.184962131,1
